না , 2194
করে , 1827
আমি , 1715
আমার , 1657
তার , 1342
আর , 1292
সে , 1067
হয়ে , 883
এই , 875
একটা , 811
থেকে , 762
এবং , 741
কী , 653
হয় , 637
নিয়ে , 632
করতে , 607
সাথে , 568
তো , 565
কোন , 559
যায় , 551
যে , 547
কিন্তু , 534
জন্যে , 505
হবে , 503
কি , 502
কিছু , 500
দিয়ে , 476
কথা , 473
নেই , 457
আমাকে , 450
তারা , 429
এক , 421
মনে , 412
আমাদের , 397
আছে , 394
খুব , 380
এখন , 379
থাকে , 377
তাদের , 370
তুমি , 350
ছিলো , 322
কাছে , 322
আমরা , 321
তবে , 319
বলে , 316
তোমার , 308
কেন , 306
বেশ , 306
তাকে , 297
তা , 295
ভালো , 290
পারে , 288
মত , 287
সেই , 285
চলে , 278
যেন , 274
কেউ , 265
করা , 265
হতে , 263
বা , 259
সময় , 257
করার , 251
গিয়ে , 250
পড়ে , 247
হয়েছে , 241
আবার , 240
সব , 240
একটু , 234
ধরে , 231
তাই , 230
এমন , 217
গেছে , 213
করি , 212
শুরু , 208
নি , 206
অনেক , 205
মধ্যে , 203
আরো , 203
অবশ্য , 203
দেখে , 201
অথবা , 199
দিকে , 199
একজন , 198
কে , 195
যাবে , 194
এটা , 194
নতুন , 192
এর , 190
এত , 187
দেখতে , 186
একটি , 185
এসব , 182
নাকি , 179
কখনও , 178
এসে , 175
তখন , 173
শেষ , 173
পর , 172
ঠিক , 170
এখানে , 170
যা , 169
যেতে , 169
মানুষ , 167
দিতে , 167
পরে , 166
বসে , 162
দেয় , 157
হচ্ছে , 155
কাজ , 155
হলো , 154
বেশি , 151
সবাই , 149
মা , 149
বড় , 147
দেখা , 141
ভয় , 141
আসে , 139
বের , 137
যাই , 136
যদি , 135
করছে , 135
কত , 133
ওঠে , 132
তোমাকে , 131
বাবা , 131
আগে , 130
হাত , 130
দেয়া , 129
যখন , 126
যাচ্ছে , 124
মতো , 123
গল্প , 123
যাওয়া , 122
গেলো , 122
বুঝতে , 122
পারি , 122
ওরা , 121
তিনি , 121
চোখ , 120
হবার , 120
খুঁজে , 118
থাকি , 117
বলতে , 117
হঠাৎ , 117
আজ , 116
হলে , 114
ওপর , 114
এবার , 112
পায় , 111
কোথায় , 110
এখনও , 109
ভেতর , 108
শুধু , 108
জানি , 107
জীবন , 107
কেমন , 105
আপনার , 105
এরকম , 104
আপনি , 104
ফেলে , 104
নিজের , 103
হ্যাঁ , 102
করবে , 102
চোখে , 100
তারপর , 100
গেলে , 99
ধীরে , 99
লাগে , 98
পেয়ে , 98
চেয়ে , 96
করেছে , 96
নাম , 96
ব্যাপার , 94
নয় , 93
থাকা , 93
মানুষের , 93
ইচ্ছে , 92
কারণ , 92
সুন্দর , 92
সামনে , 92
নিতে , 92
একদিন , 91
হল , 91
তাহলে , 91
সেটা , 90
নিজেকে , 90
কারো , 90
যাবার , 89
জীবনের , 89
রেখে , 89
ভেবে , 88
ব্যাপারটা , 88
ফিরে , 88
হাসি , 88
অন্য , 88
লেখা , 88
দিন , 87
জেনি , 85
হিসেবে , 85
পাই , 84
দুই , 84
ফোন , 84
বন্ধ , 84
তাকিয়ে , 82
প্রথম , 82
বলা , 82
পাওয়া , 81
আরে , 81
গান , 81
থাকতে , 81
দেখি , 81
সবার , 80
